Presence of Pb,Presence of Cu,Purpose of the study,Main minerals/metals mined,Sample Number,Country,Top Region,Region/Province,corrected Region,District/Deposit Location,Sector details,Mine,Latitude,Longitude,Mineral analyzed,208Pb/206Pb,207Pb/206Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,Sources,Full reference
Pb major,Cu major,Archaeo,"Galena, Chalcopyrite",BUL38,Bulgaria,,,Malko Tarnovo,,South East,Malko Tarnovo-Cu,41.9797938,27.5250475,"galena, Chalcopyrite",2.08102,0.84928,18.391,15.61910848,38.27203882,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"Galena, Chalcopyrite",BU L41,Bulgaria,,,Malko Tarnovo,,South East,Malko Tarnovo-Cu,41.9797938,27.5250475,"galena, Chalcopyrite",2.081466,0.847944,18.4448,15.6401574912,38.3922240768,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"Galena, Chalcopyrite, Sphalerite",BUL43A,Bulgaria,,,Malko Tarnovo,,South East,Malko Tarnovo-Cu,41.9797938,27.5250475,"galena, Chalcopyrite, Sphalerite",2.06914,0.83699,18.736,15.68184464,38.76740704,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu minor,Archaeo,Au mine,BUL233,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Govezhda,43.3007791,22.9649148999999,galena,2.09902,0.86006,18.12,15.584,38.034,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu minor,Archaeo,Au mine,BUL232,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Govezhda,43.3007791,22.9649148999999,galena,2.10247,0.86034,18.166,15.629,38.193,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL230/87,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.08661,0.8511,18.37,15.635,38.331,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL229/95,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.08851,0.85119,18.389,15.653,38.406,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL223/95,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.08848,0.85116,18.393,15.655,38.413,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL223/87,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.08846,0.85118,18.395,15.657,38.417,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL230/95,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.08986,0.85163,18.395,15.666,38.443,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL224/95,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.086,0.84844,18.47,15.671,38.528,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL229/87,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.09084,0.8516,18.419,15.686,38.511,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,No Cu,Archaeo,Pb/Au mine,BUL224/87,Bulgaria,,North West Bulgaria,North West Bulgaria,,,Sveshty Plast,42.5829045,24.1997087,galena,2.08993,0.84948,18.499,15.715,38.662,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL174,Bulgaria,,Panagyurski,Panagyurski,,,Radka,42.3697222222,24.2788888889,galena,2.08107,0.8443,18.468,15.593,38.433,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL199,Bulgaria,,Panagyurski,Panagyurski,,,Radka,42.3697222222,24.2788888889,galena,2.08448,0.84479,18.492,15.622,38.546,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL195/95,Bulgaria,,Panagyurski,Panagyurski,,,Radka,42.3697222222,24.2788888889,galena,2.08691,0.84511,18.516,15.648,38.641,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu minor,Archaeo,Pb mine,BUL70/95,Bulgaria,,Panagyurski,Panagyurski,,,Vozdol,42.6892281,24.0814355,galena,2.08149,0.8427,18.55,15.632,38.612,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu-Au mine,BG3A,Bulgaria,,Western Bulgaria,Panagyurski,,,Celopec,42.6995493,24.0846607,"born, cov",2.0797,0.8424,18.54599407,15.6231454,38.57010386,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Archaeo,Cu-Au mine,BG3B,Bulgaria,,Western Bulgaria,Panagyurski,Western Bulgaria,,Celopec,42.6995493,24.0846607,"born, enarg",2.0802,0.8425,18.57355126,15.64821694,38.63670134,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Geol,Cu-Au ore deposits,E-500,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Elshitsa,42.3687946,24.2185797,Bornite,2.08237454761519,0.84383946416032,18.513,15.622,38.551,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
Pb minor,Cu major,Geol,Cu-Au ore deposits,R-25/99,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Radka, 42.36972,24.27889,Chalcopyrite,2.07638515330823,0.840021516944594,18.59,15.616,38.6,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
Pb minor,Cu major,Geol,Cu-Au ore deposits,R-79/97,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Radka, 42.36972,24.27889,Chalcopyrite,2.08583017847485,0.844835045970795,18.49,15.621,38.567,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
Pb minor,Cu major,Archaeo,Panagyurski - Radka,BG11C,Bulgaria,,Western Bulgaria,Panagyurski,,,Radka,42.3697222222,24.2788888889,"chpyr, pyr",2.0845,0.8447,18.49796522,15.62523122,38.55900851,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu?Au,VV 125/70,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage III,Vlaykov Vruh,42.5043,24.1888,cp,2.084898003,0.84508414,18.481,15.618,38.531,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu-Au,E 36/98,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage II,Elshitsa,42.3687946,24.2185797,cp,2.080030241,0.843125608,18.518,15.613,38.518,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu-Au,E 33/99,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage II,Elshitsa,42.3687946,24.2185797,cp,2.083171101,0.844419208,18.492,15.615,38.522,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu-Au,BU10A,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage II,Elshitsa,42.3687946,24.2185797,cp,2.083468221,0.843422898,18.534,15.632,38.615,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Cu-Au ore deposits,R-614,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Radka, 42.36972,24.27889,Enargite,2.08443314582432,0.844818260493293,18.488,15.619,38.537,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL211,Bulgaria,,Panagyurski district,Panagyurski,,,Chelopech,42.5043,24.1888,galena,2.07809,0.8423,18.512,15.5926576,38.46960208,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL213/95,Bulgaria,,Panagyurski district,Panagyurski,,,Chelopech,42.5043,24.1888,galena,2.08062,0.84251,18.551,15.62940301,38.59758162,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL213/87,Bulgaria,,Panagyurski district,Panagyurski,,,Chelopech,42.5043,24.1888,galena,2.08317,0.84322,18.554,15.64510388,38.65113618,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Geol,Cu-Au ore deposits,E-6/99,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Elshitsa,42.3687946,24.2185797,galena,2.08251324753974,0.844057532172596,18.494,15.61,38.514,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL205,Bulgaria,,Panagyurski district,Panagyurski,,,Chelopech,42.5043,24.1888,"galena, Chalcopyrite",2.08372,0.84479,18.475,15.60749525,38.496727,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Archaeo,Cu/Au mine,BUL205/95,Bulgaria,,Panagyurski district,Panagyurski,,,Chelopech,42.5043,24.1888,"galena, pyrite",2.0851,0.84477,18.4955,15.624443535,38.56496705,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu-Au,BU10B,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage III,Elshitsa,42.3687946,24.2185797,galena,2.082842475,0.84409619,18.505,15.62,38.543,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Archaeo,Porphyry copper deposit,BG9B,Bulgaria,,Western Bulgaria,Panagyurski,,,Elacite,42.7564177,24.0292818,mal,2.0596,0.8361,18.63238308,15.57853549,38.3752562,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Geol,Cu-Au ore deposits,VV-46/99,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Vlaikov Vrah,42.5043,24.1888,MolybdÇnite,2.12142209903523,0.833431053781781,18.761,15.636,39.8,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
No Pb,Cu major,Archaeo,"From the museurn at Kjustendil we had available a relatively large sample of native copper (BG-2a) and a piece of oxidized copper ore with malachite and azurite (BG-2b), allegedly from Bobofovo, which is located at the western fringe of the Rhodope
zone. In the mineralogical literature there is no mineralization mentioned at Bobosevo, however, and both samples may actually derive from Ruen in the Osogovo district further west and close to the Serbian border.",BG2A,Bulgaria,,Western Bulgaria,Panagyurski,Bobosevo,,Bobosevo,42.733883,25.48583,native copper,2.0824,0.8453,18.53911754,15.67111605,38.60585836,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Archaeo,Panagyurski - Radka,BG11A,Bulgaria,,Western Bulgaria,Panagyurski,,,Radka,42.3697222222,24.2788888889,native copper,2.0703,0.8366,18.73009927,15.66960105,38.77692452,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Archaeo,Panagyurski - Radka,BG11B,Bulgaria,,Western Bulgaria,Panagyurski,,,Radka,42.3697222222,24.2788888889,native copper,2.0819,0.842,18.60119048,15.66220238,38.72581845,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Archaeo,Porphyry copper deposit,BG9A,Bulgaria,,Western Bulgaria,Panagyurski,,,Elacite,42.7564177,24.0292818,native copper,2.0841,0.8404,18.65671642,15.67910448,38.88246269,"Pernicka et al., 1997","Pernicka, E., Begemann, F., Schmitt-Strecker, S., Todorova, H., Kuleff, I., 1997. Prehistoric copper in Bulgaria: Its composition and provenance. Eurasia antiqua: Zeitschrift fÅr ArchÑologie Eurasiens 41-180."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu?Au,R 64/97,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage IV,Radka,42.3697222222,24.2788888889,py,2.08607841,0.844961659,18.518,15.647,38.63,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu?Au,VV 124/70,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage III,Vlaykov Vruh,42.5043,24.1888,py,2.084005413,0.844925575,18.475,15.61,38.502,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu?Au,VV 17/99,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage IV,Vlaykov Vruh,42.5043,24.1888,py,2.089789497,0.848307292,18.432,15.636,38.519,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu-Au,E G5,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage I,Elshitsa,42.3687946,24.2185797,py,2.08153555,0.843903758,18.495,15.608,38.498,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Late Cretaceous porphyry Cu and epithermal Cu-Au,E 58/97,Bulgaria,,Southern Panagyurishte District,Panagyurski,,Stage I,Elshitsa,42.3687946,24.2185797,py,2.081706592,0.843995025,18.493,15.608,38.497,"Kouzmanov et al., 2009","Kouzmanov, K., Moritz, R., Quadt, A., Chiaradia, M., Peytcheva, I., Fontignie, D.A., Ramboz, C., Bogdanov, K., 2009. Late Cretaceous porphyry Cu and epithermal Cu-Au association in the Southern Panagyurishte District, Bulgaria: the paired Vlaykov Vruh and Elshitsa deposits. Mineralium Deposita 44, 611-646."
Pb minor,Cu major,Geol,Cu-Au ore deposits,R-10/97,Bulgaria,,Upper Cretaceous volcanic arc magmatic activity are recognised in the Panagyurishte district,Panagyurski,,,Radka, 42.36972,24.27889,Pyrite,2.08387864366449,0.844518955167379,18.491,15.616,38.533,"Kouzmanov, 2001","Kouzmanov, K., 2001. Genäse des concentrations en mÇtaux de base et prÇcieux de Radka et Elshitsa (PhD Thesis). UniversitÇ d'OrlÇans."
